text,label,word_count
order id  10765 shipping details  ship name  quick-stop ship address  taucherstraße 10 ship city  cunewalde ship region  western europe ship postal code  1307 ship country  germany customer details  customer id  quick customer name  quick-stop employee details  employee name  janet leverling shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-12-04 shipped date  2017-12-09 products  -------------------------------------------------------------------------------------------------- product  louisiana fiery hot pepper sauce quantity  80 unit price  21 05 total  1684 0 total price  total price  1684 0,ShippingOrder,80
purchase orders order id order date customer name 10713 2017-10-22 jose pavarotti products product id  product  quantity  unit price  10 ikura 18 31 26 gumbär gummibärchen 30 31 23 45 rogede sild 110 9 5 46 spegesild 24 12 page 1,purchase Order,41
purchase orders order id order date customer name 10899 2018-02-20 carlos gonzález products product id  product  quantity  unit price  39 chartreuse verte 8 18 page 1,purchase Order,26
invoice order id  10682 customer id  anton order date  2017-09-25 customer details  contact name  antonio moreno address  mataderos 2312 city  méxico d.f. postal code  05023 country  mexico phone   5  555-3932 fax  none product details  product id product name quantity unit price 33 geitost 30 2 5 66 louisiana hot spiced okra 4 17 0 75 rhönbräu klosterbier 30 7 75 totalprice 375 5 page 1,invoice,65
order id  10727 shipping details  ship name  reggiani caseifici ship address  strada provinciale 124 ship city  reggio emilia ship region  southern europe ship postal code  42100 ship country  italy customer details  customer id  reggc customer name  reggiani caseifici employee details  employee name  andrew fuller shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-11-03 shipped date  2017-12-05 products  -------------------------------------------------------------------------------------------------- product  alice mutton quantity  20 unit price  39 0 total  780 0 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  10 unit price  38 0 total  380 0 -------------------------------------------------------------------------------------------------- product  raclette courdavault quantity  10 unit price  55 0 total  550 0 total price  total price  1710 0,ShippingOrder,109
purchase orders order id order date customer name 10629 2017-08-12 josé pedro freyre products product id  product  quantity  unit price  29 thüringer rostbratwurst 20 123 79 64 wimmers gute semmelknödel 9 33 25 page 1,purchase Order,35
order id  10396 shipping details  ship name  frankenversand ship address  berliner platz 43 ship city  münchen ship region  western europe ship postal code  80805 ship country  germany customer details  customer id  frank customer name  frankenversand employee details  employee name  nancy davolio shipper details  shipper id  3 shipper name  federal shipping order details  order date  2016-12-27 shipped date  2017-01-06 products  -------------------------------------------------------------------------------------------------- product  tunnbröd quantity  40 unit price  7 2 total  288 0 -------------------------------------------------------------------------------------------------- product  flotemysost quantity  60 unit price  17 2 total  1032 0 -------------------------------------------------------------------------------------------------- product  mozzarella di giovanni quantity  21 unit price  27 8 total  583 8000000000001 total price  total price  1903 8000000000002,ShippingOrder,103
invoice order id  10774 customer id  folko order date  2017-12-11 customer details  contact name  maria larsson address  åkergatan 24 city  bräcke postal code  s-844 67 country  sweden phone  0695-34 67 21 fax  none product details  product id product name quantity unit price 31 gorgonzola telino 2 12 5 66 louisiana hot spiced okra 50 17 0 totalprice 875 0 page 1,invoice,61
purchase orders order id order date customer name 11042 2018-04-22 pedro afonso products product id  product  quantity  unit price  44 gula malacca 15 19 45 61 sirop d érable 4 28 5 page 1,purchase Order,34
purchase orders order id order date customer name 10562 2017-06-09 maurizio moroni products product id  product  quantity  unit price  33 geitost 20 2 5 62 tarte au sucre 10 49 3 page 1,purchase Order,33
purchase orders order id order date customer name 11068 2018-05-04 lúcia carvalho products product id  product  quantity  unit price  28 rössle sauerkraut 8 45 6 43 ipoh coffee 36 46 77 original frankfurter grüne soße 28 13 page 1,purchase Order,39
invoice order id  10929 customer id  frank order date  2018-03-05 customer details  contact name  peter franken address  berliner platz 43 city  münchen postal code  80805 country  germany phone  089-0877310 fax  089-0877451 product details  product id product name quantity unit price 21 sir rodney s scones 60 10 0 75 rhönbräu klosterbier 49 7 75 77 original frankfurter grüne soße 15 13 0 totalprice 1174 75 page 1,invoice,67
purchase orders order id order date customer name 10735 2017-11-10 jaime yorres products product id  product  quantity  unit price  61 sirop d érable 20 28 5 77 original frankfurter grüne soße 2 13 page 1,purchase Order,35
purchase orders order id order date customer name 10492 2017-04-01 elizabeth lincoln products product id  product  quantity  unit price  25 nunuca nuß-nougat-creme 60 11 2 42 singaporean hokkien fried mee 20 11 2 page 1,purchase Order,35
order id  10991 shipping details  ship name  quick-stop ship address  taucherstraße 10 ship city  cunewalde ship region  western europe ship postal code  1307 ship country  germany customer details  customer id  quick customer name  quick-stop employee details  employee name  nancy davolio shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-04-01 shipped date  2018-04-07 products  -------------------------------------------------------------------------------------------------- product  chang quantity  50 unit price  19 0 total  950 0 -------------------------------------------------------------------------------------------------- product  outback lager quantity  20 unit price  15 0 total  300 0 -------------------------------------------------------------------------------------------------- product  lakkalikööri quantity  90 unit price  18 0 total  1620 0 total price  total price  2870 0,ShippingOrder,101
purchase orders order id order date customer name 10912 2018-02-26 patricia mckenna products product id  product  quantity  unit price  11 queso cabrales 40 21 29 thüringer rostbratwurst 60 123 79 page 1,purchase Order,32
purchase orders order id order date customer name 10798 2017-12-26 helen bennett products product id  product  quantity  unit price  62 tarte au sucre 2 49 3 72 mozzarella di giovanni 10 34 8 page 1,purchase Order,35
purchase orders order id order date customer name 10397 2016-12-27 isabel de castro products product id  product  quantity  unit price  21 sir rodney s scones 10 8 51 manjimup dried apples 18 42 4 page 1,purchase Order,36
"order id  10340 shipping details  ship name  bon app- ship address  12, rue des bouchers ship city  marseille ship region  western europe ship postal code  13008 ship country  france customer details  customer id  bonap customer name  bon app  employee details  employee name  nancy davolio shipper details  shipper id  3 shipper name  federal shipping order details  order date  2016-10-29 shipped date  2016-11-08 products  -------------------------------------------------------------------------------------------------- product  carnarvon tigers quantity  20 unit price  50 0 total  1000 0 -------------------------------------------------------------------------------------------------- product  jack s new england clam chowder quantity  12 unit price  7 7 total  92 4 -------------------------------------------------------------------------------------------------- product  ipoh coffee quantity  40 unit price  36 8 total  1472 0 total price  total price  2564 4",ShippingOrder,111
invoice order id  11058 customer id  blaus order date  2018-04-29 customer details  contact name  hanna moos address  forsterstr. 57 city  mannheim postal code  68306 country  germany phone  0621-08460 fax  0621-08924 product details  product id product name quantity unit price 21 sir rodney s scones 3 10 0 60 camembert pierrot 21 34 0 61 sirop d érable 4 28 5 totalprice 858 0 page 1,invoice,65
order id  10703 shipping details  ship name  folk och fä hb ship address  åkergatan 24 ship city  bräcke ship region  northern europe ship postal code  s-844 67 ship country  sweden customer details  customer id  folko customer name  folk och fä hb employee details  employee name  michael suyama shipper details  shipper id  2 shipper name  united package order details  order date  2017-10-14 shipped date  2017-10-20 products  -------------------------------------------------------------------------------------------------- product  chang quantity  5 unit price  19 0 total  95 0 -------------------------------------------------------------------------------------------------- product  raclette courdavault quantity  35 unit price  55 0 total  1925 0 -------------------------------------------------------------------------------------------------- product  röd kaviar quantity  35 unit price  15 0 total  525 0 total price  total price  2545 0,ShippingOrder,109
order id  10294 shipping details  ship name  rattlesnake canyon grocery ship address  2817 milton dr. ship city  albuquerque ship region  north america ship postal code  87110 ship country  usa customer details  customer id  rattc customer name  rattlesnake canyon grocery employee details  employee name  margaret peacock shipper details  shipper id  2 shipper name  united package order details  order date  2016-08-30 shipped date  2016-09-05 products  -------------------------------------------------------------------------------------------------- product  chai quantity  18 unit price  14 4 total  259 2 -------------------------------------------------------------------------------------------------- product  alice mutton quantity  15 unit price  31 2 total  468 0 -------------------------------------------------------------------------------------------------- product  ipoh coffee quantity  15 unit price  36 8 total  552 0 -------------------------------------------------------------------------------------------------- product  camembert pierrot quantity  21 unit price  27 2 total  571 1999999999999 -------------------------------------------------------------------------------------------------- product  rhönbräu klosterbier quantity  6 unit price  6 2 total  37 2 total price  total price  1887 6,ShippingOrder,133
"invoice order id  10282 customer id  romey order date  2016-08-15 customer details  contact name  alejandra camino address  gran vía, 1 city  madrid postal code  28001 country  spain phone   91  745 6200 fax   91  745 6210 product details  product id product name quantity unit price 30 nord-ost matjeshering 6 20 7 57 ravioli angelo 2 15 6 totalprice 155 39999999999998 page 1",invoice,61
purchase orders order id order date customer name 10386 2016-12-18 aria cruz products product id  product  quantity  unit price  24 guaraná fantástica 15 3 6 34 sasquatch ale 10 11 2 page 1,purchase Order,33
invoice order id  10653 customer id  frank order date  2017-09-02 customer details  contact name  peter franken address  berliner platz 43 city  münchen postal code  80805 country  germany phone  089-0877310 fax  089-0877451 product details  product id product name quantity unit price 16 pavlova 30 17 45 60 camembert pierrot 20 34 0 totalprice 1203 5 page 1,invoice,56
purchase orders order id order date customer name 10935 2018-03-09 paula parente products product id  product  quantity  unit price  1 chai 21 18 18 carnarvon tigers 4 62 5 23 tunnbröd 8 9 page 1,purchase Order,35
purchase orders order id order date customer name 10743 2017-11-17 thomas hardy products product id  product  quantity  unit price  46 spegesild 28 12 page 1,purchase Order,25
order id  10618 shipping details  ship name  mère paillarde ship address  43 rue st. laurent ship city  montréal ship region  north america ship postal code  h1j 1c3 ship country  canada customer details  customer id  merep customer name  mère paillarde employee details  employee name  nancy davolio shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-08-01 shipped date  2017-08-08 products  -------------------------------------------------------------------------------------------------- product  grandma s boysenberry spread quantity  70 unit price  25 0 total  1750 0 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  20 unit price  38 0 total  760 0 -------------------------------------------------------------------------------------------------- product  scottish longbreads quantity  15 unit price  12 5 total  187 5 total price  total price  2697 5,ShippingOrder,112
"order id  11037 shipping details  ship name  godos cocina típica ship address  c  romero, 33 ship city  sevilla ship region  southern europe ship postal code  41101 ship country  spain customer details  customer id  godos customer name  godos cocina típica employee details  employee name  robert king shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-04-21 shipped date  2018-04-27 products  -------------------------------------------------------------------------------------------------- product  outback lager quantity  4 unit price  15 0 total  60 0 total price  total price  60 0",ShippingOrder,82
order id  10845 shipping details  ship name  quick-stop ship address  taucherstraße 10 ship city  cunewalde ship region  western europe ship postal code  1307 ship country  germany customer details  customer id  quick customer name  quick-stop employee details  employee name  laura callahan shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-01-21 shipped date  2018-01-30 products  -------------------------------------------------------------------------------------------------- product  tunnbröd quantity  70 unit price  9 0 total  630 0 -------------------------------------------------------------------------------------------------- product  steeleye stout quantity  25 unit price  18 0 total  450 0 -------------------------------------------------------------------------------------------------- product  singaporean hokkien fried mee quantity  42 unit price  14 0 total  588 0 -------------------------------------------------------------------------------------------------- product  escargots de bourgogne quantity  60 unit price  13 25 total  795 0 -------------------------------------------------------------------------------------------------- product  wimmers gute semmelknödel quantity  48 unit price  33 25 total  1596 0 total price  total price  4059 0,ShippingOrder,132
purchase orders order id order date customer name 10432 2017-01-31 art braunschweiger products product id  product  quantity  unit price  26 gumbär gummibärchen 10 24 9 54 tourtière 40 5 9 page 1,purchase Order,32
order id  10460 shipping details  ship name  folk och fä hb ship address  åkergatan 24 ship city  bräcke ship region  northern europe ship postal code  s-844 67 ship country  sweden customer details  customer id  folko customer name  folk och fä hb employee details  employee name  laura callahan shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-02-28 shipped date  2017-03-03 products  -------------------------------------------------------------------------------------------------- product  scottish longbreads quantity  21 unit price  10 0 total  210 0 -------------------------------------------------------------------------------------------------- product  rhönbräu klosterbier quantity  4 unit price  6 2 total  24 8 total price  total price  234 8,ShippingOrder,97
stock report for 2016-10 category   seafood id category   8 product units sold units in stock unit price konbu 12 24 6 carnarvon tigers 60 42 62 5 nord-ost matjeshering 58 10 25 89 inlagd sill 60 112 19 gravad lax 28 11 26 jack s new england clam chowder 32 85 9 65 spegesild 30 95 12 escargots de bourgogne 30 62 13 25,report,64
purchase orders order id order date customer name 10566 2017-06-12 frédérique citeaux products product id  product  quantity  unit price  11 queso cabrales 35 21 18 carnarvon tigers 18 62 5 76 lakkalikööri 10 18 page 1,purchase Order,36
invoice order id  10474 customer id  peric order date  2017-03-13 customer details  contact name  guillermo fernández address  calle dr. jorge cash 321 city  méxico d.f. postal code  05033 country  mexico phone   5  552-3745 fax   5  545-3745 product details  product id product name quantity unit price 14 tofu 12 18 6 28 rössle sauerkraut 18 36 4 40 boston crab meat 21 14 7 75 rhönbräu klosterbier 10 6 2 totalprice 1249 1 page 1,invoice,74
invoice order id  10612 customer id  savea order date  2017-07-28 customer details  contact name  jose pavarotti address  187 suffolk ln. city  boise postal code  83720 country  usa phone   208  555-8097 fax  none product details  product id product name quantity unit price 10 ikura 70 31 0 36 inlagd sill 55 19 0 49 maxilaku 18 20 0 60 camembert pierrot 40 34 0 76 lakkalikööri 80 18 0 totalprice 6375 0 page 1,invoice,73
"invoice order id  10683 customer id  dumon order date  2017-09-26 customer details  contact name  janine labrune address  67, rue des cinquante otages city  nantes postal code  44000 country  france phone  40 67 88 88 fax  40 67 89 89 product details  product id product name quantity unit price 52 filo mix 9 7 0 totalprice 63 0 page 1",invoice,59
order id  10539 shipping details  ship name  b-s beverages ship address  fauntleroy circus ship city  london ship region  british isles ship postal code  ec2 5nt ship country  uk customer details  customer id  bsbev customer name  b s beverages employee details  employee name  michael suyama shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-05-16 shipped date  2017-05-23 products  -------------------------------------------------------------------------------------------------- product  konbu quantity  8 unit price  6 0 total  48 0 -------------------------------------------------------------------------------------------------- product  sir rodney s scones quantity  15 unit price  10 0 total  150 0 -------------------------------------------------------------------------------------------------- product  geitost quantity  15 unit price  2 5 total  37 5 -------------------------------------------------------------------------------------------------- product  maxilaku quantity  6 unit price  20 0 total  120 0 total price  total price  355 5,ShippingOrder,119
"order id  10450 shipping details  ship name  victuailles en stock ship address  2, rue du commerce ship city  lyon ship region  western europe ship postal code  69004 ship country  france customer details  customer id  victe customer name  victuailles en stock employee details  employee name  laura callahan shipper details  shipper id  2 shipper name  united package order details  order date  2017-02-19 shipped date  2017-03-11 products  -------------------------------------------------------------------------------------------------- product  ikura quantity  20 unit price  24 8 total  496 0 -------------------------------------------------------------------------------------------------- product  tourtière quantity  6 unit price  5 9 total  35 400000000000006 total price  total price  531 4",ShippingOrder,94
purchase orders order id order date customer name 10989 2018-03-31 bernardo batista products product id  product  quantity  unit price  6 grandma s boysenberry spread 40 25 11 queso cabrales 15 21 41 jack s new england clam chowder 4 9 65 page 1,purchase Order,43
purchase orders order id order date customer name 10662 2017-09-09 fran wilson products product id  product  quantity  unit price  68 scottish longbreads 10 12 5 page 1,purchase Order,27
stock report for 2018-02 category   beverages id category   1 product units sold units in stock unit price chai 90 39 18 chang 61 17 19 guaraná fantástica 146 20 4 5 sasquatch ale 10 111 14 steeleye stout 37 20 18 côte de blaye 100 17 263 5 chartreuse verte 133 69 18 laughing lumberjack lager 30 52 14 outback lager 83 15 15 rhönbräu klosterbier 134 125 7 75 lakkalikööri 10 57 18,report,74
purchase orders order id order date customer name 10416 2017-01-16 pirkko koskitalo products product id  product  quantity  unit price  19 teatime chocolate biscuits 20 7 3 53 perth pasties 10 26 2 57 ravioli angelo 20 15 6 page 1,purchase Order,40
order id  10714 shipping details  ship name  save-a-lot markets ship address  187 suffolk ln. ship city  boise ship region  north america ship postal code  83720 ship country  usa customer details  customer id  savea customer name  save-a-lot markets employee details  employee name  steven buchanan shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-10-22 shipped date  2017-10-27 products  -------------------------------------------------------------------------------------------------- product  chang quantity  30 unit price  19 0 total  570 0 -------------------------------------------------------------------------------------------------- product  alice mutton quantity  27 unit price  39 0 total  1053 0 -------------------------------------------------------------------------------------------------- product  zaanse koeken quantity  50 unit price  9 5 total  475 0 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  18 unit price  38 0 total  684 0 -------------------------------------------------------------------------------------------------- product  escargots de bourgogne quantity  12 unit price  13 25 total  159 0 total price  total price  2941 0,ShippingOrder,134
purchase orders order id order date customer name 10370 2016-12-03 yang wang products product id  product  quantity  unit price  1 chai 15 14 4 64 wimmers gute semmelknödel 30 26 6 74 longlife tofu 20 8 page 1,purchase Order,38
purchase orders order id order date customer name 10351 2016-11-11 roland mendel products product id  product  quantity  unit price  38 côte de blaye 20 210 8 41 jack s new england clam chowder 13 7 7 44 gula malacca 77 15 5 65 louisiana fiery hot pepper sauce 10 16 8 page 1,purchase Order,53
purchase orders order id order date customer name 10619 2017-08-04 jean fresnière products product id  product  quantity  unit price  21 sir rodney s scones 42 10 22 gustaf s knäckebröd 40 21 page 1,purchase Order,34
invoice order id  10986 customer id  ocean order date  2018-03-30 customer details  contact name  yvonne moncada address  ing. gustavo moncada 8585 piso 20-a city  buenos aires postal code  1010 country  argentina phone   1  135-5333 fax   1  135-5535 product details  product id product name quantity unit price 11 queso cabrales 30 21 0 20 sir rodney s marmalade 15 81 0 76 lakkalikööri 10 18 0 77 original frankfurter grüne soße 15 13 0 totalprice 2220 0 page 1,invoice,78
invoice order id  10391 customer id  dracd order date  2016-12-23 customer details  contact name  sven ottlieb address  walserweg 21 city  aachen postal code  52066 country  germany phone  0241-039123 fax  0241-059428 product details  product id product name quantity unit price 13 konbu 18 4 8 totalprice 86 39999999999999 page 1,invoice,49
"invoice order id  10606 customer id  tradh order date  2017-07-22 customer details  contact name  anabela domingues address  av. inês de castro, 414 city  sao paulo postal code  05634-030 country  brazil phone   11  555-2167 fax   11  555-2168 product details  product id product name quantity unit price 4 chef anton s cajun seasoning 20 22 0 55 pâté chinois 20 24 0 62 tarte au sucre 10 49 3 totalprice 1413 0 page 1",invoice,72
"order id  10566 shipping details  ship name  blondel père et fils ship address  24, place kléber ship city  strasbourg ship region  western europe ship postal code  67000 ship country  france customer details  customer id  blonp customer name  blondesddsl père et fils employee details  employee name  anne dodsworth shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-06-12 shipped date  2017-06-18 products  -------------------------------------------------------------------------------------------------- product  queso cabrales quantity  35 unit price  21 0 total  735 0 -------------------------------------------------------------------------------------------------- product  carnarvon tigers quantity  18 unit price  62 5 total  1125 0 -------------------------------------------------------------------------------------------------- product  lakkalikööri quantity  10 unit price  18 0 total  180 0 total price  total price  2040 0",ShippingOrder,109
stock report for 2018-01 category product units sold units in stock unit price beverages chai 84 39 18 beverages chang 62 17 19 beverages chartreuse verte 59 69 18 beverages côte de blaye 70 17 263 5 beverages guaraná fantástica 40 20 4 5 beverages ipoh coffee 41 17 46 beverages lakkalikööri 91 57 18 beverages outback lager 96 15 15 beverages rhönbräu klosterbier 20 125 7 75 beverages steeleye stout 59 20 18 condiments aniseed syrup 79 13 10 condiments chef anton s cajun.. 21 53 22 condiments chef anton s gumbo mix 30 0 21 35 condiments grandma s boysenberry.. 6 120 25 condiments gula malacca 16 27 19 45 condiments louisiana fiery hot.. 15 76 21 05 condiments northwoods cranberry.. 20 6 40 condiments original frankfurter.. 52 32 13 condiments sirop d érable 30 113 28 5 confections chocolade 8 15 12 75 confections gumbär gummibärchen 105 15 31 23 confections nunuca nuß-nougat-creme 51 76 14 confections pavlova 50 29 17 45 confections schoggi schokolade 10 49 43 9 confections scottish longbreads 44 6 12 5 confections sir rodney s marmalade 5 40 81 confections sir rodney s scones 40 3 10 confections tarte au sucre 101 17 49 3 confections teatime chocolate.. 29 25 9 2 confections zaanse koeken 40 36 9 5 dairy products camembert pierrot 156 19 34 dairy products flotemysost 55 26 21 5 dairy products geitost 55 112 2 5 dairy products gorgonzola telino 74 0 12 5 dairy products mascarpone fabioli 20 9 32 dairy products mozzarella di giovanni 55 14 34 8 dairy products queso cabrales 60 22 21 dairy products raclette courdavault 147 79 55 grains cereals filo mix 28 38 7 grains cereals gnocchi di nonna alice 104 21 38 grains cereals gustaf s knäckebröd 87 104 21 grains cereals ravioli angelo 64 36 19 5 grains cereals singaporean hokkien.. 62 26 14 grains cereals tunnbröd 88 61 9 grains cereals wimmers gute.. 111 22 33 25 meat poultry alice mutton 48 0 39 meat poultry mishi kobe niku 3 29 97 meat poultry perth pasties 29 0 32 8 meat poultry thüringer rostbratwurst 18 0 123 79 meat poultry tourtière 35 21 7 45 produce longlife tofu 20 4 10 produce manjimup dried apples 13 20 53 produce uncle bob s organic.. 25 15 30 seafood boston crab meat 115 123 18 4 seafood carnarvon tigers 55 42 62 5 seafood escargots de bourgogne 90 62 13 25 seafood gravad lax 60 11 26 seafood ikura 131 31 31 seafood inlagd sill 50 112 19 seafood jack s new england.. 52 85 9 65 seafood konbu 91 24 6 seafood nord-ost matjeshering 20 10 25 89 seafood rogede sild 36 5 9 5 seafood spegesild 35 95 12,report,461
purchase orders order id order date customer name 10488 2017-03-27 peter franken products product id  product  quantity  unit price  59 raclette courdavault 30 44 73 röd kaviar 20 12 page 1,purchase Order,31
"invoice order id  10414 customer id  famia order date  2017-01-14 customer details  contact name  aria cruz address  rua orós, 92 city  sao paulo postal code  05442-030 country  brazil phone   11  555-9857 fax  none product details  product id product name quantity unit price 19 teatime chocolate biscuits 18 7 3 33 geitost 50 2 0 totalprice 231 4 page 1",invoice,59
purchase orders order id order date customer name 10782 2017-12-17 patricio simpson products product id  product  quantity  unit price  31 gorgonzola telino 1 12 5 page 1,purchase Order,27
purchase orders order id order date customer name 10482 2017-03-21 john steel products product id  product  quantity  unit price  40 boston crab meat 10 14 7 page 1,purchase Order,28
stock report for 2017-09 category   beverages id category   1 product units sold units in stock unit price côte de blaye 15 17 263 5 chartreuse verte 23 69 18 ipoh coffee 6 17 46 laughing lumberjack lager 25 52 14 outback lager 40 15 15 rhönbräu klosterbier 55 125 7 75 lakkalikööri 10 57 18,report,55
invoice order id  10805 customer id  thebi order date  2017-12-30 customer details  contact name  liz nixon address  89 jefferson way suite 2 city  portland postal code  97201 country  usa phone   503  555-3612 fax  none product details  product id product name quantity unit price 34 sasquatch ale 10 14 0 38 côte de blaye 10 263 5 totalprice 2775 0 page 1,invoice,61
order id  10415 shipping details  ship name  hungry coyote import store ship address  city center plaza 516 main st. ship city  elgin ship region  north america ship postal code  97827 ship country  usa customer details  customer id  hungc customer name  hungry coyote import store employee details  employee name  janet leverling shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-01-15 shipped date  2017-01-24 products  -------------------------------------------------------------------------------------------------- product  alice mutton quantity  2 unit price  31 2 total  62 4 -------------------------------------------------------------------------------------------------- product  geitost quantity  20 unit price  2 0 total  40 0 total price  total price  102 4,ShippingOrder,99
invoice order id  10464 customer id  furib order date  2017-03-04 customer details  contact name  lino rodriguez address  jardim das rosas n. 32 city  lisboa postal code  1675 country  portugal phone   1  354-2534 fax   1  354-2535 product details  product id product name quantity unit price 4 chef anton s cajun seasoning 16 17 6 43 ipoh coffee 3 36 8 56 gnocchi di nonna alice 30 30 4 60 camembert pierrot 20 27 2 totalprice 1848 0 page 1,invoice,78
invoice order id  10249 customer id  tomsp order date  2016-07-05 customer details  contact name  karin josephs address  luisenstr. 48 city  münster postal code  44087 country  germany phone  0251-031259 fax  0251-035695 product details  product id product name quantity unit price 14 tofu 9 18 6 51 manjimup dried apples 40 42 4 totalprice 1863 4 page 1,invoice,56
purchase orders order id order date customer name 10767 2017-12-05 pascale cartrain products product id  product  quantity  unit price  42 singaporean hokkien fried mee 2 14 page 1,purchase Order,28
purchase orders order id order date customer name 10651 2017-09-01 rita müller products product id  product  quantity  unit price  19 teatime chocolate biscuits 12 9 2 22 gustaf s knäckebröd 20 21 page 1,purchase Order,34
stock report for 2016-07 category product units sold units in stock unit price beverages chang 105 17 19 beverages chartreuse verte 48 69 18 beverages guaraná fantástica 43 20 4 5 beverages lakkalikööri 15 57 18 beverages outback lager 41 15 15 beverages steeleye stout 20 20 18 condiments chef anton s gumbo mix 77 0 21 35 condiments louisiana fiery hot.. 35 76 21 05 condiments original frankfurter.. 27 32 13 confections maxilaku 40 10 20 confections pavlova 95 29 17 45 confections schoggi schokolade 25 49 43 9 confections sir rodney s marmalade 40 40 81 confections sir rodney s scones 30 3 10 confections tarte au sucre 15 17 49 3 dairy products camembert pierrot 40 19 34 dairy products geitost 85 112 2 5 dairy products gorgonzola telino 20 0 12 5 dairy products mascarpone fabioli 6 9 32 dairy products mozzarella di giovanni 29 14 34 8 dairy products queso cabrales 12 22 21 dairy products queso manchego la.. 12 86 38 dairy products raclette courdavault 100 79 55 grains cereals gnocchi di nonna alice 2 21 38 grains cereals gustaf s knäckebröd 6 104 21 grains cereals ravioli angelo 65 36 19 5 grains cereals singaporean hokkien.. 10 26 14 meat poultry alice mutton 30 0 39 meat poultry perth pasties 15 0 32 8 meat poultry pâté chinois 21 115 24 meat poultry thüringer rostbratwurst 10 0 123 79 produce longlife tofu 57 4 10 produce manjimup dried apples 75 20 53 produce tofu 9 35 23 25 produce uncle bob s organic.. 15 15 30 seafood boston crab meat 50 123 18 4 seafood gravad lax 1 11 26 seafood inlagd sill 25 112 19 seafood jack s new england.. 51 85 9 65 seafood nord-ost matjeshering 60 10 25 89,report,299
order id  10526 shipping details  ship name  wartian herkku ship address  torikatu 38 ship city  oulu ship region  scandinavia ship postal code  90110 ship country  finland customer details  customer id  warth customer name  wartian herkku employee details  employee name  margaret peacock shipper details  shipper id  2 shipper name  united package order details  order date  2017-05-05 shipped date  2017-05-15 products  -------------------------------------------------------------------------------------------------- product  chai quantity  8 unit price  18 0 total  144 0 -------------------------------------------------------------------------------------------------- product  konbu quantity  10 unit price  6 0 total  60 0 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  30 unit price  38 0 total  1140 0 total price  total price  1344 0,ShippingOrder,104
"order id  10783 shipping details  ship name  hanari carnes ship address  rua do paço, 67 ship city  rio de janeiro ship region  south america ship postal code  05454-876 ship country  brazil customer details  customer id  hanar customer name  hanari carnes employee details  employee name  margaret peacock shipper details  shipper id  2 shipper name  united package order details  order date  2017-12-18 shipped date  2017-12-19 products  -------------------------------------------------------------------------------------------------- product  gorgonzola telino quantity  10 unit price  12 5 total  125 0 -------------------------------------------------------------------------------------------------- product  côte de blaye quantity  5 unit price  263 5 total  1317 5 total price  total price  1442 5",ShippingOrder,97
purchase orders order id order date customer name 10523 2017-05-01 hari kumar products product id  product  quantity  unit price  17 alice mutton 25 39 20 sir rodney s marmalade 15 81 37 gravad lax 18 26 41 jack s new england clam chowder 6 9 65 page 1,purchase Order,48
invoice order id  10746 customer id  chops order date  2017-11-19 customer details  contact name  yang wang address  hauptstr. 29 city  bern postal code  3012 country  switzerland phone  0452-076545 fax  none product details  product id product name quantity unit price 13 konbu 6 6 0 42 singaporean hokkien fried mee 28 14 0 62 tarte au sucre 9 49 3 69 gudbrandsdalsost 40 36 0 totalprice 2311 7 page 1,invoice,69
"invoice order id  10886 customer id  hanar order date  2018-02-13 customer details  contact name  mario pontes address  rua do paço, 67 city  rio de janeiro postal code  05454-876 country  brazil phone   21  555-0091 fax   21  555-8765 product details  product id product name quantity unit price 10 ikura 70 31 0 31 gorgonzola telino 35 12 5 77 original frankfurter grüne soße 40 13 0 totalprice 3127 5 page 1",invoice,69
order id  10821 shipping details  ship name  split rail beer   ale ship address  p.o. box 555 ship city  lander ship region  north america ship postal code  82520 ship country  usa customer details  customer id  splir customer name  split rail beer   ale employee details  employee name  nancy davolio shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-01-08 shipped date  2018-01-15 products  -------------------------------------------------------------------------------------------------- product  steeleye stout quantity  20 unit price  18 0 total  360 0 -------------------------------------------------------------------------------------------------- product  manjimup dried apples quantity  6 unit price  53 0 total  318 0 total price  total price  678 0,ShippingOrder,98
purchase orders order id order date customer name 10312 2016-09-23 rita müller products product id  product  quantity  unit price  28 rössle sauerkraut 4 36 4 43 ipoh coffee 24 36 8 53 perth pasties 20 26 2 75 rhönbräu klosterbier 10 6 2 page 1,purchase Order,45
